Generation,Best_Score,Average_Score,Worst_Score,Best_Length,Average_Length,Worst_Length
151,-4.78125,-5.3071875,-5.921875,2.421875,2.27515625,2.078125
152,-4.375,-4.983046875,-5.75,2.40625,2.23484375,2.0625
153,-3.546875,-3.879921875,-4.578125,2.375,2.194921875,2.03125
154,-4.09375,-4.492265625,-5.21875,2.40625,2.207421875,2.09375
155,-4.234375,-4.623046875,-5.015625,2.40625,2.1890625,2.046875
156,-4.296875,-4.715703125,-5.28125,2.359375,2.201015625,2.078125
157,-3.984375,-4.3778125,-4.96875,2.3125,2.1490625,2.03125
158,-4.015625,-4.35515625,-4.828125,2.421875,2.18765625,2.0625
159,-3.890625,-4.37484375,-4.859375,2.59375,2.24453125,2.125
160,-4.84375,-5.436171875,-6.15625,2.578125,2.27765625,2.0625
161,-4.296875,-4.797265625,-5.328125,2.375,2.174609375,2.046875
162,-2.953125,-3.606328125,-4.28125,2.359375,2.1865625,2.078125
163,-4.109375,-4.52015625,-5.109375,2.421875,2.19625,2.0625
164,-4.078125,-4.5796875,-5.28125,2.40625,2.227734375,2.078125
165,-4.421875,-4.871171875,-5.40625,2.59375,2.309765625,2.078125
166,-3.984375,-4.36421875,-5.015625,2.296875,2.12390625,2.015625
167,-4.5,-4.9978125,-5.75,2.34375,2.1765625,2.046875
168,-3.765625,-4.081875,-4.4375,2.328125,2.13921875,2.0625
169,-4.078125,-4.5590625,-5.25,2.421875,2.246953125,2.109375
170,-3.1875,-3.559609375,-4.3125,2.34375,2.201015625,2.0625
171,-4.421875,-4.907578125,-5.46875,2.5,2.239609375,2.109375
172,-3.75,-4.189375,-4.765625,2.40625,2.25125,2.109375
173,-4.328125,-4.748046875,-5.1875,2.3125,2.136796875,2.046875
174,-4.078125,-4.47625,-5.015625,2.390625,2.2196875,2.078125
175,-4.578125,-5.1815625,-5.859375,2.53125,2.202734375,2.046875
176,-3.390625,-3.760390625,-4.25,2.328125,2.1559375,2.03125
177,-3.34375,-3.741328125,-4.28125,2.375,2.221328125,2.09375
178,-3.234375,-3.664296875,-4.421875,2.296875,2.13890625,2.03125
179,-3.984375,-4.575,-5.21875,2.359375,2.173515625,2.0625
180,-4.359375,-4.862421875,-5.71875,2.390625,2.196328125,2.0625
181,-3.6875,-4.17453125,-4.984375,2.375,2.1975,2.0625
182,-4.46875,-4.76296875,-5.640625,2.4375,2.219375,2.078125
183,-4.515625,-4.93734375,-5.484375,2.390625,2.191328125,2.0625
184,-4.84375,-5.169140625,-5.796875,2.484375,2.209140625,2.046875
185,-3.765625,-4.2609375,-4.78125,2.484375,2.233515625,2.0625
186,-3.0625,-3.323828125,-3.78125,2.21875,2.09625,2.03125
187,-3.921875,-4.2853125,-5.125,2.296875,2.14515625,2.03125
188,-3.421875,-3.928984375,-4.59375,2.265625,2.119375,2.0
189,-3.625,-4.04859375,-4.71875,2.34375,2.153046875,2.03125
190,-4.671875,-5.117265625,-5.65625,2.546875,2.32,2.15625
191,-3.484375,-3.955,-4.78125,2.5,2.2459375,2.078125
192,-4.625,-5.04078125,-5.5,2.578125,2.258203125,2.078125
193,-3.8125,-4.189140625,-4.890625,2.453125,2.107890625,2.0
