Generation,Best_Score,Average_Score,Worst_Score,Best_Length,Average_Length,Worst_Length
157,-4.625,-5.299140625,-6.46875,3.375,2.71390625,2.296875
158,-4.15625,-4.960390625,-5.765625,3.296875,2.588515625,2.109375
159,-4.53125,-5.184921875,-5.921875,3.140625,2.59453125,2.203125
160,-4.765625,-5.438671875,-6.203125,3.234375,2.6490625,2.25
161,-5.015625,-5.607265625,-6.546875,3.5,2.58140625,2.21875
162,-4.796875,-5.47234375,-6.34375,3.421875,2.571953125,2.171875
163,-5.109375,-5.67484375,-6.34375,3.046875,2.647734375,2.296875
164,-4.71875,-5.374296875,-6.171875,3.21875,2.603203125,2.21875
165,-5.3125,-5.940546875,-7.015625,2.953125,2.5453125,2.28125
166,-4.84375,-5.49734375,-6.546875,3.03125,2.603984375,2.140625
167,-4.34375,-5.12328125,-6.0625,3.09375,2.557578125,2.1875
168,-4.484375,-5.06359375,-5.859375,3.140625,2.56875,2.203125
169,-5.15625,-5.871328125,-6.671875,3.53125,2.632265625,2.1875
170,-4.734375,-5.385546875,-6.3125,3.359375,2.59875,2.21875
171,-4.03125,-4.700625,-5.6875,3.390625,2.514375,2.15625
172,-4.546875,-5.235625,-6.03125,3.03125,2.54453125,2.265625
173,-4.96875,-5.84953125,-6.53125,2.96875,2.5984375,2.25
174,-4.9375,-5.671328125,-6.828125,3.09375,2.494765625,2.171875
175,-4.5625,-5.188984375,-6.15625,3.0,2.464921875,2.15625
176,-5.40625,-6.038671875,-6.78125,3.046875,2.617734375,2.140625
177,-5.4375,-6.103359375,-6.71875,3.28125,2.5846875,2.171875
178,-4.484375,-5.1003125,-5.96875,3.453125,2.621328125,2.265625
179,-5.3125,-6.28203125,-7.109375,3.140625,2.60375,2.203125
180,-5.171875,-5.78359375,-6.5,3.203125,2.583828125,2.25
181,-4.625,-5.387578125,-6.0625,3.046875,2.5528125,2.21875
182,-5.1875,-5.878125,-6.625,3.109375,2.611640625,2.28125
183,-4.4375,-5.295703125,-5.96875,3.109375,2.6303125,2.171875
184,-4.765625,-5.35921875,-6.171875,2.90625,2.5378125,2.234375
185,-5.046875,-5.602734375,-6.28125,3.15625,2.600546875,2.28125
186,-4.3125,-4.9728125,-5.65625,2.859375,2.5,2.203125
187,-5.375,-5.84703125,-6.34375,2.890625,2.519296875,2.203125
188,-4.34375,-5.064921875,-6.03125,3.0,2.540234375,2.21875
189,-4.578125,-5.212421875,-6.0,2.875,2.4421875,2.171875
190,-5.5625,-6.1675,-6.84375,2.859375,2.4634375,2.140625
191,-5.296875,-6.037421875,-6.6875,2.96875,2.569296875,2.234375
192,-4.578125,-5.309140625,-6.078125,2.984375,2.5165625,2.1875
193,-4.5,-5.111015625,-5.828125,3.109375,2.56203125,2.234375
194,-4.578125,-5.285078125,-6.015625,3.015625,2.584765625,2.25
195,-5.203125,-5.783515625,-6.609375,3.015625,2.523359375,2.140625
196,-4.28125,-5.02484375,-5.90625,2.984375,2.543203125,2.203125
197,-4.0625,-4.75234375,-5.65625,3.0,2.580859375,2.265625
198,-4.171875,-4.768046875,-5.421875,3.109375,2.541328125,2.21875
199,-5.203125,-5.833515625,-6.5,3.1875,2.6228125,2.3125
200,-4.5,-5.258984375,-6.140625,3.078125,2.60625,2.265625
201,-4.78125,-5.394453125,-6.1875,2.96875,2.556953125,2.25
202,-5.078125,-5.790234375,-6.40625,3.125,2.639609375,2.34375
203,-4.4375,-5.076171875,-5.765625,3.390625,2.5828125,2.25
204,-4.203125,-5.113359375,-6.1875,3.09375,2.56578125,2.21875
205,-5.046875,-5.732890625,-6.390625,3.03125,2.575390625,2.265625
206,-4.296875,-4.912734375,-5.875,3.0625,2.539375,2.234375
207,-3.90625,-4.516484375,-5.203125,2.9375,2.52796875,2.234375
208,-4.65625,-5.39890625,-6.21875,3.15625,2.538515625,2.140625
209,-4.4375,-5.04453125,-5.78125,3.03125,2.565859375,2.265625
210,-4.40625,-4.971875,-5.703125,2.8125,2.523203125,2.1875
211,-4.40625,-5.188828125,-5.9375,3.046875,2.52875,2.171875
212,-5.609375,-6.08390625,-6.859375,3.046875,2.534921875,2.1875
213,-4.453125,-5.016484375,-5.671875,3.09375,2.5525,2.203125
214,-5.3125,-5.847265625,-6.5,3.046875,2.58703125,2.265625
215,-4.546875,-5.198203125,-6.0625,2.890625,2.54953125,2.21875
216,-4.46875,-5.098984375,-6.1875,3.0625,2.50671875,2.21875
217,-4.453125,-5.0265625,-5.71875,3.203125,2.57875,2.109375
218,-4.40625,-4.97703125,-5.578125,3.03125,2.557734375,2.1875
219,-4.53125,-5.115625,-5.75,2.90625,2.522109375,2.1875
220,-4.359375,-4.804140625,-5.515625,3.046875,2.55375,2.234375
221,-4.28125,-4.854140625,-5.5,3.125,2.643125,2.296875
222,-4.90625,-5.471796875,-6.078125,3.140625,2.62296875,2.21875
223,-3.9375,-4.54921875,-5.296875,2.984375,2.519765625,2.1875
224,-4.53125,-5.1165625,-5.75,2.9375,2.508984375,2.265625
225,-4.875,-5.55984375,-6.4375,3.078125,2.47796875,2.171875
226,-4.046875,-4.62671875,-5.53125,2.96875,2.526328125,2.203125
227,-5.15625,-5.65390625,-6.421875,3.109375,2.571328125,2.203125
228,-4.25,-4.875,-5.515625,3.15625,2.531796875,2.15625
229,-4.59375,-5.047265625,-5.796875,3.078125,2.5928125,2.25
230,-5.078125,-5.716640625,-6.5625,3.078125,2.6146875,2.25
231,-4.453125,-5.042265625,-5.84375,3.15625,2.733671875,2.375
232,-4.34375,-5.031796875,-5.75,3.109375,2.62453125,2.25
233,-4.375,-4.823125,-5.75,3.046875,2.5575,2.1875
234,-4.578125,-5.188671875,-5.953125,3.125,2.564765625,2.265625
235,-4.96875,-5.50796875,-6.171875,3.234375,2.591796875,2.25
236,-4.3125,-4.976953125,-5.65625,3.1875,2.68578125,2.359375
237,-4.46875,-5.0934375,-5.796875,3.21875,2.69875,2.265625
238,-4.90625,-5.5053125,-6.25,3.328125,2.71265625,2.28125
239,-5.015625,-5.581171875,-6.21875,3.15625,2.6878125,2.328125
240,-3.671875,-4.31546875,-4.90625,3.140625,2.73828125,2.265625
241,-4.4375,-5.19921875,-5.921875,3.328125,2.813984375,2.390625
242,-5.171875,-5.71859375,-6.40625,3.171875,2.692265625,2.390625
243,-5.171875,-5.70671875,-6.296875,3.140625,2.64875,2.265625
244,-4.234375,-4.809609375,-5.640625,3.125,2.588125,2.21875
245,-5.203125,-5.64875,-6.25,3.3125,2.739375,2.296875
246,-4.5,-5.01421875,-5.859375,3.28125,2.73609375,2.25
247,-5.234375,-5.752265625,-6.40625,3.4375,2.7259375,2.359375
248,-4.421875,-5.037734375,-5.859375,3.28125,2.76421875,2.40625
249,-4.484375,-5.0146875,-5.890625,3.25,2.749921875,2.328125
250,-5.78125,-6.46578125,-7.15625,3.125,2.735234375,2.34375
251,-4.3125,-4.8665625,-5.46875,3.265625,2.741875,2.390625
252,-4.359375,-5.25578125,-6.015625,3.46875,2.788203125,2.390625
253,-4.15625,-4.79609375,-5.796875,3.234375,2.649453125,2.25
254,-4.875,-5.49109375,-5.984375,3.234375,2.70859375,2.34375
255,-5.140625,-5.92046875,-6.703125,3.296875,2.70859375,2.328125
256,-5.546875,-6.010234375,-6.6875,3.265625,2.699296875,2.34375
257,-4.375,-5.08375,-5.703125,3.390625,2.876953125,2.375
258,-4.296875,-4.780859375,-5.484375,3.21875,2.727421875,2.4375
259,-4.6875,-5.31703125,-6.078125,3.40625,2.802265625,2.359375
260,-4.796875,-5.332890625,-6.15625,3.3125,2.859375,2.34375
261,-3.6875,-4.364296875,-5.296875,3.40625,2.79375,2.390625
262,-4.546875,-5.116796875,-5.96875,3.484375,2.869375,2.46875
263,-4.578125,-5.33171875,-6.234375,3.28125,2.773828125,2.375
264,-5.234375,-5.77,-6.421875,3.359375,2.758515625,2.390625
265,-4.203125,-4.722734375,-5.546875,3.578125,2.8234375,2.40625
266,-4.46875,-5.236953125,-5.890625,3.5,2.7903125,2.40625
267,-4.046875,-4.818671875,-5.90625,3.078125,2.6321875,2.296875
268,-4.75,-5.672734375,-6.75,3.296875,2.72984375,2.328125
269,-4.5,-5.047421875,-5.78125,3.328125,2.797421875,2.359375
270,-4.84375,-5.445703125,-6.265625,3.359375,2.831640625,2.484375
271,-4.421875,-5.01765625,-6.0625,3.28125,2.75234375,2.3125
272,-4.5,-5.11859375,-5.765625,3.328125,2.78328125,2.375
273,-4.640625,-5.18171875,-5.875,3.109375,2.7209375,2.265625
274,-4.03125,-4.584296875,-5.453125,3.234375,2.83265625,2.46875
275,-4.015625,-4.654921875,-5.5625,3.3125,2.6903125,2.34375
276,-4.359375,-4.923203125,-5.703125,3.46875,2.791328125,2.453125
277,-3.28125,-4.19734375,-6.0,3.5625,2.78109375,2.375
278,-4.796875,-5.529921875,-6.296875,3.296875,2.7340625,2.390625
279,-4.09375,-4.796171875,-5.515625,3.40625,2.763203125,2.453125
280,-4.9375,-5.362578125,-5.859375,3.234375,2.708671875,2.3125
281,-5.0,-5.561171875,-6.109375,3.265625,2.763984375,2.40625
282,-4.375,-5.082421875,-5.890625,3.46875,2.77640625,2.390625
283,-4.265625,-4.86015625,-5.5625,3.34375,2.72,2.375
284,-3.859375,-4.777109375,-5.515625,3.078125,2.6665625,2.375
285,-3.9375,-4.716484375,-5.46875,3.046875,2.66984375,2.375
286,-4.390625,-4.888046875,-5.546875,3.171875,2.675390625,2.296875
287,-4.3125,-4.928984375,-5.609375,3.328125,2.703046875,2.296875
288,-4.375,-5.017890625,-5.921875,3.09375,2.606171875,2.265625
289,-3.78125,-4.354296875,-5.0625,2.96875,2.6178125,2.359375
290,-4.96875,-5.373515625,-6.0625,2.90625,2.575546875,2.28125
291,-5.0,-5.553359375,-6.21875,3.125,2.636484375,2.328125
292,-4.328125,-4.954453125,-6.15625,3.078125,2.739140625,2.40625
293,-3.984375,-4.74453125,-5.546875,3.0625,2.7109375,2.3125
294,-4.484375,-4.861484375,-5.375,3.171875,2.69375,2.34375
295,-3.890625,-4.4534375,-5.171875,3.03125,2.620859375,2.296875
296,-4.171875,-4.7421875,-5.546875,2.921875,2.57703125,2.234375
297,-4.40625,-5.13671875,-5.84375,3.109375,2.643046875,2.3125
298,-4.3125,-4.818203125,-5.59375,3.140625,2.583359375,2.3125
299,-4.828125,-5.427109375,-6.125,3.09375,2.6390625,2.328125
300,-4.75,-5.25671875,-5.890625,3.015625,2.659296875,2.3125
301,-4.765625,-5.37390625,-6.0,3.3125,2.68484375,2.3125
302,-4.359375,-4.982421875,-5.640625,3.171875,2.70515625,2.3125
303,-4.15625,-4.671796875,-5.421875,2.90625,2.577265625,2.3125
304,-3.59375,-4.27015625,-5.03125,3.171875,2.710234375,2.46875
305,-4.609375,-5.13875,-5.734375,3.140625,2.698046875,2.265625
306,-4.34375,-5.0096875,-5.75,3.265625,2.73515625,2.3125
307,-3.84375,-4.506640625,-5.3125,3.15625,2.64875,2.328125
308,-4.5,-5.04921875,-5.828125,3.078125,2.69125,2.34375
309,-4.609375,-5.105625,-5.84375,3.1875,2.721015625,2.359375
310,-5.03125,-5.409609375,-6.03125,3.125,2.70921875,2.328125
311,-4.359375,-4.91265625,-5.609375,3.015625,2.58359375,2.265625
312,-4.03125,-4.53484375,-5.140625,3.140625,2.637421875,2.21875
313,-3.65625,-4.36453125,-5.015625,3.25,2.7275,2.390625
314,-4.546875,-5.0375,-5.96875,3.03125,2.700625,2.46875
315,-4.515625,-5.054375,-5.8125,3.1875,2.705625,2.328125
316,-4.640625,-5.351484375,-5.96875,3.109375,2.71421875,2.390625
317,-4.15625,-4.800546875,-5.453125,3.28125,2.77375,2.46875
318,-4.828125,-5.51859375,-6.25,3.234375,2.8034375,2.453125
319,-4.515625,-4.99703125,-5.53125,3.25,2.796015625,2.453125
320,-4.671875,-5.23375,-5.8125,3.1875,2.69578125,2.25
321,-4.59375,-5.201484375,-5.9375,3.390625,2.770234375,2.4375
322,-4.25,-4.783203125,-5.53125,3.328125,2.767265625,2.421875
323,-4.09375,-4.729296875,-5.5,3.21875,2.689921875,2.296875
324,-5.5625,-5.988359375,-6.46875,3.15625,2.7090625,2.359375
325,-4.453125,-5.02875,-5.6875,3.125,2.72859375,2.40625
326,-4.984375,-5.60734375,-6.25,3.15625,2.77078125,2.484375
327,-3.703125,-4.38203125,-5.421875,3.0,2.612890625,2.328125
328,-4.828125,-5.41328125,-6.203125,3.203125,2.733046875,2.296875
329,-5.5625,-6.15890625,-6.9375,3.234375,2.752734375,2.34375
330,-4.140625,-4.7853125,-5.5,3.203125,2.732578125,2.34375
331,-4.21875,-4.728984375,-5.40625,3.109375,2.675,2.34375
332,-4.65625,-5.301484375,-6.09375,3.171875,2.75609375,2.390625
333,-5.640625,-6.065234375,-6.734375,3.046875,2.641953125,2.1875
334,-4.359375,-5.084921875,-6.0625,3.078125,2.592109375,2.21875
335,-3.3125,-3.889453125,-4.59375,2.953125,2.578671875,2.25
336,-4.96875,-5.573125,-6.078125,3.203125,2.593828125,2.3125
337,-4.515625,-5.073203125,-5.65625,3.015625,2.6003125,2.28125
338,-4.703125,-5.226484375,-5.84375,3.140625,2.68375,2.390625
339,-4.71875,-5.203203125,-5.90625,2.953125,2.60203125,2.34375
340,-4.09375,-4.5109375,-4.984375,3.046875,2.620859375,2.328125
341,-3.71875,-4.212109375,-4.8125,3.1875,2.65859375,2.359375
342,-4.953125,-5.47,-6.03125,2.859375,2.5546875,2.296875
343,-4.203125,-4.698671875,-5.25,3.046875,2.538203125,2.25
344,-4.125,-4.60796875,-5.171875,3.0625,2.57484375,2.328125
345,-5.328125,-5.733203125,-6.375,3.0625,2.687578125,2.34375
346,-4.4375,-4.969140625,-5.5625,3.078125,2.653046875,2.359375
347,-3.921875,-4.420234375,-5.046875,3.125,2.801953125,2.53125
348,-4.828125,-5.327265625,-6.140625,3.0625,2.65625,2.390625
349,-3.828125,-4.4409375,-5.25,3.0625,2.673125,2.375
350,-5.09375,-5.84265625,-6.484375,2.953125,2.64796875,2.359375
351,-3.75,-4.28796875,-4.953125,2.921875,2.5509375,2.296875
352,-4.140625,-4.66546875,-5.390625,2.953125,2.633203125,2.3125
353,-4.921875,-5.363359375,-6.125,2.96875,2.61125,2.328125
354,-3.96875,-4.463515625,-5.1875,3.140625,2.62671875,2.28125
355,-3.671875,-4.6440625,-5.453125,2.984375,2.596015625,2.34375
356,-5.015625,-5.43609375,-6.0625,2.984375,2.61328125,2.296875
357,-4.15625,-4.596875,-5.28125,3.109375,2.64796875,2.3125
358,-4.328125,-5.073203125,-5.765625,3.046875,2.556484375,2.296875
359,-3.625,-4.097109375,-4.6875,2.875,2.564296875,2.265625
360,-4.1875,-4.76953125,-5.4375,2.953125,2.643671875,2.34375
361,-4.5625,-5.10859375,-5.65625,3.078125,2.591640625,2.3125
362,-4.46875,-5.163515625,-5.859375,3.0,2.604296875,2.3125
363,-3.796875,-4.499453125,-5.1875,2.859375,2.53859375,2.234375
364,-4.578125,-5.183671875,-5.890625,3.203125,2.644765625,2.359375
365,-4.796875,-5.506171875,-6.34375,3.0,2.556484375,2.203125
366,-3.96875,-4.5246875,-5.09375,3.03125,2.509765625,2.25
367,-3.859375,-4.251796875,-4.703125,3.0625,2.57734375,2.265625
368,-4.015625,-4.581484375,-5.53125,3.046875,2.514921875,2.21875
369,-4.171875,-4.761796875,-5.296875,3.015625,2.62421875,2.25
370,-3.984375,-4.613828125,-5.359375,2.953125,2.516171875,2.15625
371,-4.078125,-4.687421875,-5.59375,3.046875,2.63875,2.3125
372,-5.15625,-5.59453125,-6.0625,3.078125,2.645234375,2.359375
373,-4.96875,-5.473359375,-6.125,2.96875,2.54125,2.1875
374,-5.078125,-5.620703125,-6.203125,2.890625,2.588046875,2.34375
375,-4.5625,-5.168125,-5.921875,2.828125,2.493125,2.203125
376,-4.453125,-4.98421875,-5.703125,2.84375,2.54140625,2.25
377,-4.53125,-5.18203125,-5.875,3.078125,2.72828125,2.453125
378,-4.140625,-4.716484375,-5.3125,3.078125,2.708203125,2.40625
379,-3.4375,-4.087734375,-4.703125,3.171875,2.6421875,2.3125
380,-4.78125,-5.33046875,-5.953125,3.15625,2.709453125,2.3125
381,-4.265625,-4.99703125,-5.84375,3.015625,2.610625,2.296875
382,-3.8125,-4.311171875,-4.984375,3.234375,2.660703125,2.34375
383,-5.1875,-5.713359375,-6.46875,3.15625,2.666328125,2.265625
384,-4.59375,-5.377109375,-6.015625,3.015625,2.720703125,2.421875
